"ID","First Name","Last Name","Title","Email","Phone","Company","Website","Industry","Company Size","Location","Country","Rating","Reviews","Address","Website Quality Score","Opportunity Score","Status","Source","LinkedIn","Notes","Created At"
"69","","","","casey@hailcoroofing.com","(480) 582-3122","Hailco Roofing","hailcoroofing.com","Home Services","","7655 E Redfield Rd STE 130, Scottsdale, AZ 85260, USA","US","4.9","238","7655 E Redfield Rd STE 130, Scottsdale, AZ 85260, USA","","0","new","google_places","","","2026-02-27T04:20:57.000Z"
"70","","","","","(480) 716-4437","Scottsdale Roofing Solutions","scottsdaleroofingsolutions.com","Home Services","","6300 N Scottsdale Rd, Scottsdale, AZ 85253, USA","US","5","19","6300 N Scottsdale Rd, Scottsdale, AZ 85253, USA","","0","new","google_places","","","2026-02-27T04:20:57.000Z"
"51","","","","","(480) 426-0885","Scottsdale Roofing and Gutters","www.scottsdaleroofingandgutters.com","Home Services","","8075 E Morgan Trail, Scottsdale, AZ 85258, USA","US","5","127","8075 E Morgan Trail, Scottsdale, AZ 85258, USA","","0","new","google_places","","","2026-02-27T03:33:52.000Z"
"52","","","","","(480) 506-0678","Scottsdale Roofing","roofing-scottsdale.com","Home Services","","14000 N 94th St UNIT 3139, Scottsdale, AZ 85260, USA","US","5","39","14000 N 94th St UNIT 3139, Scottsdale, AZ 85260, USA","","0","new","google_places","","","2026-02-27T03:33:52.000Z"
"53","","","","speoples@koreroofing.com","(480) 470-5848","Kore Roofing","www.koreroofing.com","Home Services","","4241 N Winfield Scott Plaza #201, Scottsdale, AZ 85251, USA","US","4.9","211","4241 N Winfield Scott Plaza #201, Scottsdale, AZ 85251, USA","","0","new","google_places","","","2026-02-27T03:33:52.000Z"
"54","","","","","(602) 909-0178","Ironwood Roofing","ironwoodroofing.com","Home Services","","20802 N Grayhawk Dr, Scottsdale, AZ 85255, USA","US","4.9","229","20802 N Grayhawk Dr, Scottsdale, AZ 85255, USA","","0","new","google_places","","","2026-02-27T03:33:52.000Z"
"55","","","","erik@unitedcontractinggroup.com","(602) 962-8428","United Roofing and General Contracting","www.unitedcontractinggroup.com","Home Services","","7729 E Greenway Rd # 100, Scottsdale, AZ 85260, USA","US","4.9","268","7729 E Greenway Rd # 100, Scottsdale, AZ 85260, USA","","0","new","google_places","","","2026-02-27T03:33:52.000Z"
"56","","","","john@irishroofingcompany.com","(480) 613-8815","Irish Roofing Company","www.irishroofingcompany.com","Home Services","","7377 E Doubletree Ranch Rd a 280, Scottsdale, AZ 85258, USA","US","4.9","173","7377 E Doubletree Ranch Rd a 280, Scottsdale, AZ 85258, USA","","0","new","google_places","","","2026-02-27T03:33:52.000Z"
"57","","","","info@tiptoproofingservice.com","(480) 877-1643","Tip Top Roofing Service","tiptoproofingservice.com","Home Services","","6830 E 5th Ave Suite #205, Scottsdale, AZ 85251, USA","US","5","111","6830 E 5th Ave Suite #205, Scottsdale, AZ 85251, USA","","0","new","google_places","","","2026-02-27T03:33:52.000Z"
"58","","","","admin@acclaimedroofingaz.com","(480) 454-7033","Acclaimed Roofing Scottsdale | Residential & Commercial","acclaimedroofingaz.com","Home Services","","6619 N Scottsdale Rd #7, Scottsdale, AZ 85250, USA","US","4.9","121","6619 N Scottsdale Rd #7, Scottsdale, AZ 85250, USA","","0","new","google_places","","","2026-02-27T03:33:52.000Z"
"59","","","","info@hailcoroofing.com","(480) 582-3122","Hailco Roofing","hailcoroofing.com","Home Services","","7655 E Redfield Rd STE 130, Scottsdale, AZ 85260, USA","US","4.9","238","7655 E Redfield Rd STE 130, Scottsdale, AZ 85260, USA","","0","new","google_places","","","2026-02-27T03:33:52.000Z"
"60","","","","","(480) 716-4437","Scottsdale Roofing Solutions","scottsdaleroofingsolutions.com","Home Services","","6300 N Scottsdale Rd, Scottsdale, AZ 85253, USA","US","5","19","6300 N Scottsdale Rd, Scottsdale, AZ 85253, USA","","0","new","google_places","","","2026-02-27T03:33:52.000Z"
"41","","","","info@dodgeelectric.com","(480) 210-6058","Dodge Electric","dodgeelectric.com/?utm_campaign=gmb","Home Services","","3215 N Arizona Ave Suite B12, Chandler, AZ 85225, USA","US","4.9","322","3215 N Arizona Ave Suite B12, Chandler, AZ 85225, USA","","0","new","google_places","","","2026-02-26T02:05:07.000Z"
"42","","","","","(480) 863-5910","Bleuwave Electrical, LLC","phxazelectrician.com","Home Services","","2350 E Germann Rd Suite 26B, Chandler, AZ 85286, USA","US","4.8","147","2350 E Germann Rd Suite 26B, Chandler, AZ 85286, USA","","0","new","google_places","","","2026-02-26T02:05:07.000Z"
"43","","","","","(480) 798-3357","Blue State Electric LLC","www.bluestateelectric.com","Home Services","","3400 N Arizona Ave #108, Chandler, AZ 85225, USA","US","5","169","3400 N Arizona Ave #108, Chandler, AZ 85225, USA","","0","new","google_places","","","2026-02-26T02:05:07.000Z"
"44","","","","","(480) 582-1249","Mr. Electric of Phoenix Metro","mrelectric.com/phoenix-metro/?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic","Home Services","","9831 S 51st St #C115, Phoenix, AZ 85044, USA","US","4.9","1245","9831 S 51st St #C115, Phoenix, AZ 85044, USA","","0","new","google_places","","","2026-02-26T02:05:07.000Z"
"45","","","","","(602) 781-2097","Cactus Valley Electrical","www.cactusvalleyelectrical.com","Home Services","","1710 E Germann Rd #14A, Chandler, AZ 85286, USA","US","4.9","507","1710 E Germann Rd #14A, Chandler, AZ 85286, USA","","0","new","google_places","","","2026-02-26T02:05:07.000Z"
"46","","","","","(602) 566-9503","Bolt Electric","www.boltelectricaz.com","Home Services","","145 E Comstock Dr #2, Chandler, AZ 85225, USA","US","4.9","397","145 E Comstock Dr #2, Chandler, AZ 85225, USA","","0","new","google_places","","","2026-02-26T02:05:07.000Z"
"47","","","","","(602) 810-2552","Rabago Electric LLC","www.rabagoelectric.com","Home Services","","24440 S. 122nd St, Chandler, AZ 85249, USA","US","5","203","24440 S. 122nd St, Chandler, AZ 85249, USA","","0","new","google_places","","","2026-02-26T02:05:07.000Z"
"48","","","","","(480) 283-1000","Top Choice Electric","topchoiceelectric.net","Home Services","","100 S Hamilton St, Chandler, AZ 85225, USA","US","4.8","155","100 S Hamilton St, Chandler, AZ 85225, USA","","0","new","google_places","","","2026-02-26T02:05:07.000Z"
"49","","","","","(480) 939-3336","Your Chandler Electrician","","Home Services","","2139 N Yucca Ct, Chandler, AZ 85224, USA","US","4.8","38","2139 N Yucca Ct, Chandler, AZ 85224, USA","","30","new","google_places","","","2026-02-26T02:05:07.000Z"
"50","","","","","(602) 714-8811","Broggie Electric","www.broggieelectric.com","Home Services","","1191 S Crossbow Pl, Chandler, AZ 85286, USA","US","5","38","1191 S Crossbow Pl, Chandler, AZ 85286, USA","","0","new","google_places","","","2026-02-26T02:05:07.000Z"
"31","","","","","(928) 920-0827","Yuma Painting","","Home Services","","5050 Mesa View St, Yuma, AZ 85365, USA","US","4.8","28","5050 Mesa View St, Yuma, AZ 85365, USA","","30","new","google_places","","","2026-02-25T21:42:25.000Z"
"32","","","","","(928) 615-7240","Sunquest Painting LLC","www.sunquestpainting.com","Home Services","1-10","2484 S Louise Ave, Yuma, AZ 85365, USA","US","5","41","2484 S Louise Ave, Yuma, AZ 85365, USA","","0","new","google_places","","Description: Sunquest Painting LLC is a locally owned and operated painting company based in Yuma, AZ, providing professional residential and commercial painting services with a focus on quality and customer satisfaction. Services: Residential painting (interior & exterior), Commercial painting (interior & exterior), Cabinet refinishing, Stucco repair, Drywall repair, Elastomeric coatings, Power washing, Epoxy coatings (garage floors) Specialties: Comprehensive range of services including residential and commercial painting, cabinet refinishing, stucco and drywall repair, and specialized coatings like elastomeric and epoxy for floors. Target Market: Homeowners and businesses in Yuma, AZ, and surrounding areas","2026-02-25T21:42:25.000Z"
"33","","","","","(928) 344-0932","Desert Best Painting LLC","www.desertbestpainting.com","Home Services","","250 W 24th St, Yuma, AZ 85364, USA","US","4.5","15","250 W 24th St, Yuma, AZ 85364, USA","","0","new","google_places","","","2026-02-25T21:42:25.000Z"
"34","","","","","(928) 257-2555","Sierra Coatings LLC","","Home Services","","5865 E View Pkwy, Yuma, AZ 85365, USA","US","5","6","5865 E View Pkwy, Yuma, AZ 85365, USA","","50","new","google_places","","","2026-02-25T21:42:25.000Z"
"35","","","","","(928) 247-5183","Schmidgall & Sons Drywall & Painting","www.schmidgallandsons.com","Home Services","11-50","14348 E 28th Pl, Yuma, AZ 85367, USA","US","4.4","11","14348 E 28th Pl, Yuma, AZ 85367, USA","","0","new","google_places","","Description: Schmidgall & Sons Drywall & Painting is a family-owned and operated business in Yuma, AZ, specializing in comprehensive drywall and painting solutions for both residential and commercial clients. Services: Drywall Installation,Drywall Repair,Interior Painting,Exterior Painting,Texture Matching,Popcorn & Acoustic Ceiling Removal,Water Damage Repair,Stucco Repair Specialties: Quality craftsmanship,Attention to detail,Customer satisfaction,Over 30 years of experience,Residential and commercial expertise Target Market: Residential and commercial clients in Yuma, Arizona, and surrounding areas","2026-02-25T21:42:25.000Z"
"36","","","","","(928) 446-3869","The Right Choice Construction LLC","","Home Services","","4339 W 23rd Ln, Yuma, AZ 85364, USA","US","4.8","25","4339 W 23rd Ln, Yuma, AZ 85364, USA","","30","new","google_places","","","2026-02-25T21:42:25.000Z"
"37","","","","","(888) 986-2822","TCB Painting","tcbpainting.com","Home Services","","Yuma, AZ 85364, USA","US","5","1","Yuma, AZ 85364, USA","","30","new","google_places","","","2026-02-25T21:42:25.000Z"
"38","","","","","(928) 271-3098","Ayala’s Painting","","Home Services","","104 S 22nd Ave, Yuma, AZ 85364, USA","US","5","1","104 S 22nd Ave, Yuma, AZ 85364, USA","","60","new","google_places","","","2026-02-25T21:42:25.000Z"
"39","","","","","(928) 726-2664","M T Pro Paint & Remodeling Inc","","Home Services","","Yuma, AZ 85365, USA","US","5","1","Yuma, AZ 85365, USA","","60","new","google_places","","","2026-02-25T21:42:25.000Z"
"40","","","","","(928) 726-3872","Denny Garcia Painting","","Home Services","","2023 E 26th St, Yuma, AZ 85365, USA","US","4.5","4","2023 E 26th St, Yuma, AZ 85365, USA","","60","new","google_places","","","2026-02-25T21:42:25.000Z"
"21","","","","office@mmpc-az.com","(520) 348-2288","Mule Mountain Pest Control","www.mmpc-az.com","Home Services","1-10","4039 AZ-92, Sierra Vista, AZ 85650, USA","US","4.8","296","4039 AZ-92, Sierra Vista, AZ 85650, USA","","0","new","google_places","","Description: Mule Mountain Pest Control is a family-owned and operated business serving Cochise County, Arizona, specializing in comprehensive residential and commercial pest control solutions. They are committed to effective pest management and customer satisfaction. Services: Residential Pest Control, Commercial Pest Control, Termite Control (Subterranean and Drywood), Rodent Control, Scorpion Control, Spider Control, Ant Control, Roach Control, Bee & Wasp Removal, Pigeon Control, Bed Bug Treatment, Mosquito Control, Tick & Flea Control, Gopher & Vole Control. Specialties: Family-owned and operated, serving Cochise County since 2004, comprehensive pest control for a wide range of pests, experienced and certified technicians. Target Market: Residential and commercial customers in Cochise County, Arizona. Description: Mule Mountain Pest Control is a locally owned and family-operated business providing comprehensive pest management and control services to residential and commercial clients in Cochise County, Arizona, for over 30 years. Services: Residential Pest Control, Commercial Pest Control, Termite Control, Weed Control, Bee Removal, Scorpion Control, Ant Control, Roach Control, Spider Control, Rodent Control, Bed Bug Control, Bird Control, Mosquito Control Specialties: Locally owned and family-operated, over 30 years of experience, comprehensive pest management solutions, experienced and certified technicians, free estimates, customer satisfaction guarantee Target Market: Residential and commercial clients in Cochise County, Arizona, including Sierra Vista, Huachuca City, Benson, Tombstone, Palominas, Hereford, Bisbee, and Douglas Description: Mule Mountain Pest Control is a locally and family-owned business offering effective and eco-friendly pest control solutions for homes and businesses. Services: General pest control, termite control, rodent control, scorpion control, bee removal, mosquito control. Specialties: Family-owned and operated, local expertise, eco-friendly pest control, residential and commercial services. Target Market: Residential and commercial clients in Cochise County and Santa Cruz County, AZ.","2026-02-25T19:23:52.000Z"
"22","","","","","(520) 458-5095","Truly Nolen Pest & Termite Control","locations.trulynolen.com/az/sierravista/sierra-vista-025.html?utm_source=local&utm_medium=organic&utm_campaign=googlemybusiness","Home Services","1001-5000","200 E Myer Dr, Sierra Vista, AZ 85635, USA","US","4.8","619","200 E Myer Dr, Sierra Vista, AZ 85635, USA","","0","new","google_places","","Description: Truly Nolen Pest & Termite Control is a family-owned company with over 80 years of experience, providing comprehensive pest and termite solutions for residential and commercial clients. Services: Pest Control (ants, spiders, roaches, scorpions), Termite Control, Rodent Control, Bee Control, Mosquito Control, Commercial Pest Control. Specialties: Environmentally-friendly pest control, innovative 4 Seasons Pest Control program, family-owned business, over 80 years of experience, certified technicians, money-back guarantee. Target Market: Residential and commercial clients in Sierra Vista, AZ and surrounding areas. Description: Truly Nolen Pest & Termite Control is a long-standing, family-owned company offering comprehensive pest management solutions for residential and commercial clients. Services: Pest Control, Termite Control, Rodent Control, Bee & Wasp Removal, Mosquito Control, Ant Control, Scorpion Control, Bed Bug Control, Wildlife Removal Specialties: Four Seasons Pest Control program, free inspections, highly trained technicians, innovative and effective solutions Target Market: Residential and commercial property owners Description: Truly Nolen Pest & Termite Control is a family-owned and operated company that has been providing comprehensive pest and termite control services since 1938. They offer environmentally-friendly solutions for a wide range of pests to residential and commercial clients. Services: General pest control, termite control, rodent control, bee control, mosquito control, bed bug control, commercial pest control Specialties: Four Seasons Pest Control program, Total Termite Protection Plan, environmentally-friendly pest control methods, family-owned and operated, extensive industry experience, guaranteed services Target Market: Residential and commercial clients seeking comprehensive pest and termite management solutions","2026-02-25T19:23:52.000Z"
"23","","","","","(520) 249-6931","Direct Pest and Termite Control","directpestandtermitecontrol.com","Home Services","1-10","2160 E Fry Blvd Suite 246, Sierra Vista, AZ 85635, USA","US","4.6","16","2160 E Fry Blvd Suite 246, Sierra Vista, AZ 85635, USA","","0","new","google_places","","Description: Direct Pest and Termite Control is a family-owned and operated company providing comprehensive residential and commercial pest management solutions in Sierra Vista, AZ, and surrounding areas. Services: General Pest Control, Termite Control, Rodent Control, Bee Removal, Weed Control, Bed Bug Control, Wildlife Trapping Specialties: Family-owned and operated, comprehensive residential and commercial pest control, expertise in termite and rodent control, local service in Sierra Vista, AZ Target Market: Residential and commercial clients in Sierra Vista, AZ, and surrounding communities Description: Direct Pest and Termite Control is a family-owned and operated business providing comprehensive pest and termite control services to residential and commercial clients. Services: Pest Control, Termite Control, Bed Bug Control, Rodent Control, Weed Control, Bird Control, Commercial Pest Control Specialties: Family-owned and operated, local expertise, licensed and insured, comprehensive pest and termite solutions, customer satisfaction focus. Target Market: Residential and commercial property owners in Sierra Vista, AZ, and surrounding communities. Description: Direct Pest and Termite Control is a locally owned and operated business offering comprehensive pest and termite management solutions to residential and commercial clients in Sierra Vista and surrounding areas of Arizona. Services: Pest control, termite control, scorpion control, rodent control, bee removal, general insect control Specialties: Local and family-owned, experienced technicians, comprehensive pest management, focus on Arizona-specific pests like scorpions and termites, licensed and insured. Target Market: Residential and commercial clients in Sierra Vista, Hereford, Huachuca City, Benson, St. David, Whetstone, Palominas, Bisbee, Naco, and Sonoita, AZ.","2026-02-25T19:23:52.000Z"
"24","","","","","(520) 523-8818","Hydra Pest Control","","Home Services","","2949 Mountain Ridge Dr, Sierra Vista, AZ 85650, USA","US","4.9","211","2949 Mountain Ridge Dr, Sierra Vista, AZ 85650, USA","","30","new","google_places","","","2026-02-25T19:23:52.000Z"
"25","","","","","(520) 458-6077","Sierra Vista Pest & Termite Control LLC","www.svpestandtermite.com","Home Services","1-10","120 N 7th St, Sierra Vista, AZ 85635, USA","US","4.2","32","120 N 7th St, Sierra Vista, AZ 85635, USA","","0","new","google_places","","Description: Sierra Vista Pest & Termite Control LLC is a locally owned and operated company providing comprehensive pest management solutions for residential and commercial clients in Sierra Vista and Cochise County, Arizona. Services: General Pest Control, Termite Control, Rodent Control, Scorpion Control, Bee Removal, Weed Control Specialties: Locally owned and operated, Integrated Pest Management (IPM), licensed, bonded, and insured, serving the local community Target Market: Residential and commercial clients in Sierra Vista and Cochise County, Arizona Description: Sierra Vista Pest & Termite Control LLC is a locally owned and operated company providing comprehensive pest and termite control solutions to residential and commercial clients. Services: Pest Control, Termite Control, Rodent Control, Bee & Wasp Removal, Scorpion Control, Weed Control Specialties: Local expertise, over 30 years of experience, family-owned and operated, licensed, bonded, and insured, Integrated Pest Management (IPM) approach Target Market: Residential and commercial properties in Sierra Vista, Huachuca City, Hereford, Palominas, Whetstone, and surrounding areas in Arizona.","2026-02-25T19:23:52.000Z"
"26","","","","","(520) 559-9772","A&E Pest Control LLC","","Home Services","","4990 Calle Cumbre, Sierra Vista, AZ 85635, USA","US","5","44","4990 Calle Cumbre, Sierra Vista, AZ 85635, USA","","30","new","google_places","","","2026-02-25T19:23:52.000Z"
"27","","","","","(520) 214-5843","All Pro Pest Management Service","www.allpropests.com","Home Services","1-10","114 N Huachuca Blvd, Huachuca City, AZ 85616, USA","US","4.5","25","114 N Huachuca Blvd, Huachuca City, AZ 85616, USA","","0","new","google_places","","Description: All Pro Pest Management Service is a family-owned and operated company providing professional and affordable pest control services to residential and commercial clients in Southern Arizona. Services: Residential pest control, Commercial pest control, Termite control, Bed bug control, Weed control, Rodent control, Bird control, specializing in ants, spiders, roaches, scorpions, crickets, wasps, bees, fleas, and ticks. Specialties: Family-owned and operated, comprehensive pest management, serving Southern Arizona, offering solutions for a wide range of pests including general insects, termites, bed bugs, rodents, birds, and weeds. Target Market: Homeowners and businesses in Southern Arizona, USA.","2026-02-25T19:23:52.000Z"
"28","","","","","(520) 266-3250","Mr. Jake’s Pest Control Co.","www.facebook.com/profile.php?id=61572378310281","Home Services","1-10","1315 S Vía Cabrillo, Sierra Vista, AZ 85635, USA","US","5","8","1315 S Vía Cabrillo, Sierra Vista, AZ 85635, USA","","20","new","google_places","","Description: Mr. Jake’s Pest Control Co. is a local home services business providing pest management solutions. Services: Pest control services Target Market: Residential and commercial clients in Sierra Vista, AZ and surrounding areas","2026-02-25T19:23:52.000Z"
"29","","","","","(520) 467-6862","Total Dezinfect Sierra Vista","","Home Services","","999 E Fry Blvd, Sierra Vista, AZ 85635, USA","US","4.7","12","999 E Fry Blvd, Sierra Vista, AZ 85635, USA","","30","new","google_places","","","2026-02-25T19:23:52.000Z"
"30","Tim?","","","","(520) 459-6953","Last Call Pest Control","","Home Services","","4755 Rancho Mesa, Sierra Vista, AZ 85635, USA","US","5","3","4755 Rancho Mesa, Sierra Vista, AZ 85635, USA","","60","new","google_places","","last facebook entry 3 years ago. No website? Sent site and inquiry 3_6_26","2026-02-25T19:23:52.000Z"
"11","","","","","(623) 250-2584","Before & After Plumbing and Drain, LLC","www.beforeandafterplumbing.com/?utm_source=GBP&utm_medium=organic&utm_campaign=gbp","Home Services","11-50","13059 W Grand Ave #9, Surprise, AZ 85374, USA","US","4.9","966","13059 W Grand Ave #9, Surprise, AZ 85374, USA","","0","new","google_places","","Description: Before & After Plumbing and Drain, LLC is a family-owned and operated plumbing company based in Surprise, AZ, providing comprehensive residential and commercial plumbing services. Services: Drain cleaning, water heater repair and installation, water and sewer line services, leak detection, plumbing fixture services, water treatment, gas line services, and 24/7 emergency plumbing. Specialties: 24/7 emergency services, upfront pricing, 100% satisfaction guarantee, licensed and insured technicians, and comprehensive residential and commercial plumbing solutions. Target Market: Residential and commercial customers in Surprise, Sun City, Sun City West, Peoria, Glendale, El Mirage, Phoenix, Avondale, Goodyear, Buckeye, Litchfield Park, Waddell, Wittmann, and surrounding areas in Arizona. Description: Before & After Plumbing and Drain, LLC is a family-owned and operated plumbing company based in Surprise, AZ, offering comprehensive plumbing and drain solutions for residential customers. Services: Drain cleaning, water heater repair and installation (tankless included), sewer line repair and replacement, water line repair and replacement, leak detection, plumbing fixture repair and installation, water filtration systems, gas line repair and installation, slab leak repair, and emergency plumbing. Specialties: 24/7 emergency plumbing services, slab leak repair, expertise in water heaters (including tankless), licensed and insured services, and a commitment to customer satisfaction. Target Market: Residential customers in Surprise, AZ, and the surrounding areas.","2026-02-25T10:14:47.000Z"
"12","","","","","(623) 584-4706","Emergency Master Plumbing & Air","emergencymasterplumbingair.com","Home Services","11-50","16200 N 154th Dr, Surprise, AZ 85374, USA","US","4.9","728","16200 N 154th Dr, Surprise, AZ 85374, USA","","0","new","google_places","","Description: Emergency Master Plumbing & Air is a family-owned and operated home services company providing 24/7 plumbing, air conditioning, and heating repair, installation, and maintenance services. Services: Plumbing (repairs, installations, water heaters, sewer lines, leak detection), AC (repair, installation, maintenance), Heating (repair, installation, maintenance), 24/7 emergency services. Specialties: 24/7 emergency services, comprehensive plumbing and HVAC solutions, licensed and insured technicians, customer satisfaction guarantee, family-owned and operated. Target Market: Residential customers in Surprise, Sun City, Peoria, Glendale, El Mirage, Scottsdale, Phoenix, and the greater Phoenix metropolitan area. Description: Emergency Master Plumbing & Air is a family-owned and operated company providing comprehensive plumbing, AC, and heating services to residential and commercial customers in the Phoenix Valley area. Services: Plumbing repair and installation (drain cleaning, water heaters, leak detection, sewer lines, water treatment), AC repair and installation, Heating repair and installation (furnaces, heat pumps, ductless mini-splits), Indoor Air Quality, and 24/7 emergency services. Specialties: 24/7 emergency plumbing and HVAC services, licensed/bonded/insured, highly trained technicians, family-owned and operated, serving the Phoenix Valley since 2008. Target Market: Residential and commercial customers in Surprise, Phoenix, Glendale, Peoria, Sun City, and the surrounding Phoenix Valley areas.","2026-02-25T10:14:47.000Z"
"14","","","","","(623) 220-5602","Pro Plumbers Surprise","","Home Services","","16525 N 165th Ave, Surprise, AZ 85388, USA","US","5","29","16525 N 165th Ave, Surprise, AZ 85388, USA","","30","new","google_places","","","2026-02-25T10:14:47.000Z"
"15","","","","","(623) 738-6171","The Family Plumber, LLC","www.callthefamilyplumber.com/?utm_source=GMBlisting&utm_medium=Organic&utm_campaign=GMBwebsite","Home Services","1-10","17675 W Pershing St, Surprise, AZ 85388, USA","US","5","386","17675 W Pershing St, Surprise, AZ 85388, USA","","0","new","google_places","","Description: The Family Plumber, LLC is a veteran and family-owned plumbing company based in Surprise, AZ, providing honest, reliable, and affordable residential plumbing solutions. Services: Water heater repair & replacement, drain cleaning, water treatment systems, leak detection, sewer line repair, faucet & fixture services, toilet repair, garbage disposal services, pipe repair, and slab leak repair. Specialties: 24/7 emergency plumbing services, veteran and family-owned and operated, licensed, bonded, and insured, focus on honesty and customer service. Target Market: Residential customers in Surprise, AZ, and the surrounding greater Phoenix metropolitan area. Description: The Family Plumber LLC is a family-owned and operated plumbing company serving Surprise, AZ and the surrounding areas. They are dedicated to providing honest, reliable, and high-quality plumbing services for both residential and commercial clients. Services: Water Heater Repair & Installation,Tankless Water Heaters,Water Softeners,Drain Cleaning,Sewer Line Repair & Replacement,Water Line Repair & Replacement,Gas Line Repair & Installation,Leak Detection & Repair,Toilets, Faucets & Sinks,Garbage Disposals,Water Filtration Systems,Emergency Plumbing Specialties: 24/7 Emergency Plumbing,Family-owned and operated,Licensed, bonded, and insured,Master Plumber on staff,Residential and commercial plumbing solutions Target Market: Residential and commercial clients in Surprise, AZ and surrounding areas including Peoria, Glendale, Sun City, El Mirage, Litchfield Park, Goodyear, Avondale, Phoenix, and Scottsdale.","2026-02-25T10:14:47.000Z"
"16","","","","","(623) 214-7161","Faucet Doctor Plumbing and HVAC Services","www.faucetdoctorplumbingaz.com","Home Services","","28214 N 168th Ave, Surprise, AZ 85387, USA","US","4.9","1135","28214 N 168th Ave, Surprise, AZ 85387, USA","","0","new","google_places","","","2026-02-25T10:14:47.000Z"
"17","","","","ppr@patrioticplumbingandrooter.com","(602) 755-9373","Patriotic Plumbing And Rooter","patrioticplumbingandrooter.com","Home Services","","14208 N 138th Dr, Surprise, AZ 85379, USA","US","4.9","307","14208 N 138th Dr, Surprise, AZ 85379, USA","","0","new","google_places","","","2026-02-25T10:14:47.000Z"
"18","","","","info@pridemarkplumbing.com","(623) 239-2606","Pridemark Plumbing","pridemarkplumbing.com/?utm_source=gmb&utm_medium=social&utm_campaign=1seo_gmb","Home Services","","15151 W Dahlia Dr, Surprise, AZ 85379, USA","US","5","320","15151 W Dahlia Dr, Surprise, AZ 85379, USA","","0","new","google_places","","","2026-02-25T10:14:47.000Z"
"19","","","","blake@theplumberguy.com","(623) 233-4350","The Plumber Guy","www.theplumberguy.com","Home Services","","9162 W Cactus Rd ste c, Peoria, AZ 85381, USA","US","4.9","3465","9162 W Cactus Rd ste c, Peoria, AZ 85381, USA","","0","new","google_places","","","2026-02-25T10:14:47.000Z"
"20","","","","service@kingcharles.com","(623) 223-8065","King Charles Plumbing & Air Conditioning","kingcharles.com/?utm_source=gmb&utm_medium=surprise","Home Services","","14924 W Lamoille Dr, Surprise, AZ 85374, USA","US","5","627","14924 W Lamoille Dr, Surprise, AZ 85374, USA","","0","new","google_places","","","2026-02-25T10:14:47.000Z"
"1","","","","service@areaplumbing.com","(928) 344-0868","Area Plumbing","www.areaplumbing.com","Home Services","11-50","2457 E Palo Verde St, Yuma, AZ 85365, USA","US","4.9","1404","2457 E Palo Verde St, Yuma, AZ 85365, USA","","0","new","google_places","","Description: Area Plumbing is a family-owned and operated business providing comprehensive residential and commercial plumbing services to the Yuma, AZ community. Services: Residential and commercial plumbing, drain cleaning, sewer line repair and replacement, water heater repair and installation, leak detection, water treatment systems, gas line services, new construction and remodeling plumbing, emergency plumbing. Specialties: Emergency plumbing, tankless water heater expertise, water treatment systems, and a commitment to customer satisfaction, serving the community for over 30 years. Target Market: Residential and commercial clients in the Yuma, AZ community.","2026-02-25T02:47:57.000Z"
"2","","","","","(928) 502-1522","Advanced Plumbing Solutions LLC","www.advancedplumbingyuma.com","Home Services","1-10","3550 W 21st St, Yuma, AZ 85364, USA","US","5","96","3550 W 21st St, Yuma, AZ 85364, USA","","0","new","google_places","","Description: Advanced Plumbing Solutions LLC is a locally owned and operated plumbing company in Yuma, AZ, specializing in both residential and commercial plumbing solutions. Services: Water heater repair and installation, drain cleaning, leak detection, toilet repair, faucet repair, garbage disposal services, repiping, water softeners, backflow prevention, grease trap services, and emergency plumbing. Specialties: 24/7 emergency plumbing, free estimates, experienced and licensed plumbers, high-quality workmanship, and exceptional customer service. Target Market: Residential and commercial customers in Yuma, AZ and surrounding areas.","2026-02-25T02:47:57.000Z"
"3","","","","info@phdyuma.com","(928) 597-1623","PHD Plumbing","www.phdyuma.com/?utm_source=gmb","Home Services","1-10","4275 30th Pl, Yuma, AZ 85365, USA","US","4.8","196","4275 30th Pl, Yuma, AZ 85365, USA","","0","new","google_places","","Description: PHD Plumbing is a locally owned and operated plumbing service provider in Yuma, AZ, offering a comprehensive range of residential and commercial plumbing solutions. Services: Water heater repair and installation, drain cleaning, sewer line repair, leak detection, fixture repair and installation, water line repair, garbage disposal services, gas line repair, water treatment, and 24/7 emergency plumbing. Specialties: 24/7 emergency service, upfront pricing, licensed and insured technicians, customer satisfaction guarantee, and locally owned and operated. Target Market: Homeowners and businesses in Yuma, AZ and surrounding areas.","2026-02-25T02:47:57.000Z"
